OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
24840,2014-01-25,2014,1,025,7676,Red willow,Salix laevigata,occ_trees,Flowers (None),140,Single,,32.9123,-117.205,10713,Penasquitos canyon,Del Mar,CA,,34
24841,2014-01-25,2014,1,025,7676,Red willow,Salix laevigata,occ_trees,Fruit (None),150,Single,,32.9123,-117.205,10713,Penasquitos canyon,Del Mar,CA,,34
24842,2014-01-25,2014,1,025,131,Coyote willow,Salix exigua,occ_trees,Leaves Unfolding (Middle),112,Single,"Seems very early for flowers, perhaps due to unusual warm winter, rest of area very dry, few flowers or green leaves, only activity close to stream ",32.9123,-117.205,10714,Penasquitos canyon,Del Mar,CA,,34
24843,2014-01-25,2014,1,025,131,Coyote willow,Salix exigua,occ_trees,Leaves Changing Color (None),120,Single,"Seems very early for flowers, perhaps due to unusual warm winter, rest of area very dry, few flowers or green leaves, only activity close to stream ",32.9123,-117.205,10714,Penasquitos canyon,Del Mar,CA,,34
24844,2014-01-25,2014,1,025,131,Coyote willow,Salix exigua,occ_trees,Leaves Dropping (None),130,Single,"Seems very early for flowers, perhaps due to unusual warm winter, rest of area very dry, few flowers or green leaves, only activity close to stream ",32.9123,-117.205,10714,Penasquitos canyon,Del Mar,CA,,34
24845,2014-01-25,2014,1,025,131,Coyote willow,Salix exigua,occ_trees,Flowers (Middle),142,Single,"Seems very early for flowers, perhaps due to unusual warm winter, rest of area very dry, few flowers or green leaves, only activity close to stream ",32.9123,-117.205,10714,Penasquitos canyon,Del Mar,CA,,34
24846,2014-01-25,2014,1,025,131,Coyote willow,Salix exigua,occ_trees,Fruit (None),150,Single,"Seems very early for flowers, perhaps due to unusual warm winter, rest of area very dry, few flowers or green leaves, only activity close to stream ",32.9123,-117.205,10714,Penasquitos canyon,Del Mar,CA,,34
24847,2014-01-21,2014,1,021,7677,Bartlett Pear,Pyrus communis,occ_trees,Leaves Unfolding (Late),113,Single,"very early flowers, probably due to unusual warm winter. Also lots of crabapples blooming along streets in town",32.8418,-117.275,10716,village,San Diego,CA,,34
24848,2014-01-21,2014,1,021,7677,Bartlett Pear,Pyrus communis,occ_trees,Leaves Changing Color (None),120,Single,"very early flowers, probably due to unusual warm winter. Also lots of crabapples blooming along streets in town",32.8418,-117.275,10716,village,San Diego,CA,,34
24849,2014-01-21,2014,1,021,7677,Bartlett Pear,Pyrus communis,occ_trees,Leaves Dropping (None),130,Single,"very early flowers, probably due to unusual warm winter. Also lots of crabapples blooming along streets in town",32.8418,-117.275,10716,village,San Diego,CA,,34
24850,2014-01-21,2014,1,021,7677,Bartlett Pear,Pyrus communis,occ_trees,Flowers (Middle),142,Single,"very early flowers, probably due to unusual warm winter. Also lots of crabapples blooming along streets in town",32.8418,-117.275,10716,village,San Diego,CA,,34
24851,2014-01-21,2014,1,021,7677,Bartlett Pear,Pyrus communis,occ_trees,Fruit (None),150,Single,"very early flowers, probably due to unusual warm winter. Also lots of crabapples blooming along streets in town",32.8418,-117.275,10716,village,San Diego,CA,,34
24917,2014-01-24,2014,1,024,7689,sand aster,Corethrogyne filaginifolia,occ_wildflowers,Flowers (Late),213,Single,"quite unusual to still be flowering this late, probably due to warm winter so far; normally flowers may-sept",32.92,-117.254,10738,Torrey Pines,Del Mar,CA,,34
24918,2014-01-24,2014,1,024,7689,sand aster,Corethrogyne filaginifolia,occ_wildflowers,Fruit (Late),223,Single,"quite unusual to still be flowering this late, probably due to warm winter so far; normally flowers may-sept",32.92,-117.254,10738,Torrey Pines,Del Mar,CA,,34
24992,2014-02-02,2014,2,033,221,Black birch,Betula lenta,occ_trees,Leaves Unfolding (None),110,Single,,42.3353,-71.2528,10752,Home,"Newton ",MA,,20661
24993,2014-02-02,2014,2,033,221,Black birch,Betula lenta,occ_trees,Leaves Changing Color (None),120,Single,,42.3353,-71.2528,10752,Home,"Newton ",MA,,20661
24994,2014-02-02,2014,2,033,221,Black birch,Betula lenta,occ_trees,Leaves Dropping (None),130,Single,,42.3353,-71.2528,10752,Home,"Newton ",MA,,20661
24995,2014-02-02,2014,2,033,221,Black birch,Betula lenta,occ_trees,Flowers (None),140,Single,,42.3353,-71.2528,10752,Home,"Newton ",MA,,20661
24996,2014-02-02,2014,2,033,221,Black birch,Betula lenta,occ_trees,Fruit (None),150,Single,,42.3353,-71.2528,10752,Home,"Newton ",MA,,20661
24997,2014-02-02,2014,2,033,52,Flowering dogwood,Cornus florida,occ_trees,Leaves Unfolding (None),110,Single,Tree is bare,35.2047,-97.447,10754,University of Oklahoma campus,"Norman ",OK,,20690
24998,2014-02-02,2014,2,033,52,Flowering dogwood,Cornus florida,occ_trees,Leaves Changing Color (None),120,Single,Tree is bare,35.2047,-97.447,10754,University of Oklahoma campus,"Norman ",OK,,20690
24999,2014-02-02,2014,2,033,52,Flowering dogwood,Cornus florida,occ_trees,Leaves Dropping (None),130,Single,Tree is bare,35.2047,-97.447,10754,University of Oklahoma campus,"Norman ",OK,,20690
25000,2014-02-02,2014,2,033,52,Flowering dogwood,Cornus florida,occ_trees,Flowers (None),140,Single,Tree is bare,35.2047,-97.447,10754,University of Oklahoma campus,"Norman ",OK,,20690
25001,2014-02-02,2014,2,033,52,Flowering dogwood,Cornus florida,occ_trees,Fruit (None),150,Single,Tree is bare,35.2047,-97.447,10754,University of Oklahoma campus,"Norman ",OK,,20690
25002,2014-02-01,2014,2,032,232,Black cottonwood,Populus trichocarpa,occ_trees,Leaves Unfolding (Early),111,Single,Can see greening from 0.3 miles away,34.2528,-119.474,10756,More mesa (Site C-large),Santa Barbara,CA,,19903
25003,2014-02-01,2014,2,032,232,Black cottonwood,Populus trichocarpa,occ_trees,Leaves Changing Color (None),120,Single,Can see greening from 0.3 miles away,34.2528,-119.474,10756,More mesa (Site C-large),Santa Barbara,CA,,19903
25004,2014-02-01,2014,2,032,232,Black cottonwood,Populus trichocarpa,occ_trees,Leaves Dropping (None),130,Single,Can see greening from 0.3 miles away,34.2528,-119.474,10756,More mesa (Site C-large),Santa Barbara,CA,,19903
25005,2014-02-01,2014,2,032,232,Black cottonwood,Populus trichocarpa,occ_trees,Flowers (None),140,Single,Can see greening from 0.3 miles away,34.2528,-119.474,10756,More mesa (Site C-large),Santa Barbara,CA,,19903
25006,2014-02-01,2014,2,032,232,Black cottonwood,Populus trichocarpa,occ_trees,Fruit (None),150,Single,Can see greening from 0.3 miles away,34.2528,-119.474,10756,More mesa (Site C-large),Santa Barbara,CA,,19903
25007,2014-02-03,2014,2,034,70,Common lilac,Syringa vulgaris,deciduous,Bud Burst,40,Regular,The buds on the south side of the house are more progressed than the other two to the north.,43.2849,-77.8916,10740,homegarden,Hilton,NY,,20637
25112,2014-02-05,2014,2,036,60,Red osier dogwood,Cornus sericea,deciduous,First Leaf,41,Regular,Oops! Missed the bud burst.,37.4595,-122.157,9105,418 Gilbert,MENLO PARK,CA,,18901
25151,2014-02-10,2014,2,041,159,American witchhazel,Hamamelis virginiana,occ_trees,Leaves Unfolding (None),110,Single,"All or nearly all the flowers have bloomed.  Hybrid species... ",46.5875,-120.469,10775,Yakima Area Arboretum,Yakima,WA,,20695
25152,2014-02-10,2014,2,041,159,American witchhazel,Hamamelis virginiana,occ_trees,Leaves Changing Color (None),120,Single,"All or nearly all the flowers have bloomed.  Hybrid species... ",46.5875,-120.469,10775,Yakima Area Arboretum,Yakima,WA,,20695
25153,2014-02-10,2014,2,041,159,American witchhazel,Hamamelis virginiana,occ_trees,Leaves Dropping (None),130,Single,"All or nearly all the flowers have bloomed.  Hybrid species... ",46.5875,-120.469,10775,Yakima Area Arboretum,Yakima,WA,,20695
25154,2014-02-10,2014,2,041,159,American witchhazel,Hamamelis virginiana,occ_trees,Flowers (Late),143,Single,"All or nearly all the flowers have bloomed.  Hybrid species... ",46.5875,-120.469,10775,Yakima Area Arboretum,Yakima,WA,,20695
25155,2014-02-10,2014,2,041,159,American witchhazel,Hamamelis virginiana,occ_trees,Fruit (None),150,Single,"All or nearly all the flowers have bloomed.  Hybrid species... ",46.5875,-120.469,10775,Yakima Area Arboretum,Yakima,WA,,20695
25190,2014-02-10,2014,2,041,15,California poppy,Eschscholzia californica,occ_wildflowers,Flowers (None),210,Single,,37.3708,-122.025,10776,My native garden,Sunnyvale,CA,,20713
25191,2014-02-10,2014,2,041,15,California poppy,Eschscholzia californica,occ_wildflowers,Fruit (None),220,Single,,37.3708,-122.025,10776,My native garden,Sunnyvale,CA,,20713
25192,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Unfolding (None),110,Single,Tree is dormant.,39.642,-106.52,10778,Walking Mountains,Avon,CO,,20715
25193,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Changing Color (None),120,Single,Tree is dormant.,39.642,-106.52,10778,Walking Mountains,Avon,CO,,20715
25194,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Dropping (None),130,Single,Tree is dormant.,39.642,-106.52,10778,Walking Mountains,Avon,CO,,20715
25195,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Flowers (None),140,Single,Tree is dormant.,39.642,-106.52,10778,Walking Mountains,Avon,CO,,20715
25196,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Fruit (None),150,Single,Tree is dormant.,39.642,-106.52,10778,Walking Mountains,Avon,CO,,20715
25237,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Unfolding (None),110,Single,"In the dead of winter, none of the above phases are observable.  There is currently about 3 feet of snow on the ground.  ",39.5903,-106.005,10779,Summit Cove Elementary School,Dillon,CO,,19808
25238,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Changing Color (None),120,Single,"In the dead of winter, none of the above phases are observable.  There is currently about 3 feet of snow on the ground.  ",39.5903,-106.005,10779,Summit Cove Elementary School,Dillon,CO,,19808
25239,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Dropping (None),130,Single,"In the dead of winter, none of the above phases are observable.  There is currently about 3 feet of snow on the ground.  ",39.5903,-106.005,10779,Summit Cove Elementary School,Dillon,CO,,19808
25240,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Flowers (None),140,Single,"In the dead of winter, none of the above phases are observable.  There is currently about 3 feet of snow on the ground.  ",39.5903,-106.005,10779,Summit Cove Elementary School,Dillon,CO,,19808
25241,2014-02-11,2014,2,042,38,Quaking aspen,Populus tremuloides,occ_trees,Fruit (None),150,Single,"In the dead of winter, none of the above phases are observable.  There is currently about 3 feet of snow on the ground.  ",39.5903,-106.005,10779,Summit Cove Elementary School,Dillon,CO,,19808
25305,2014-02-11,2014,2,042,7699,Carolina jasmine,Gelsemium sempervirens,occ_evergreens,Flowers (Middle),412,Single,,28.8184,-81.6792,10781,My Backyard,Mount Dora,FL,,20751
25306,2014-02-11,2014,2,042,7699,Carolina jasmine,Gelsemium sempervirens,occ_evergreens,Fruit (None),420,Single,,28.8184,-81.6792,10781,My Backyard,Mount Dora,FL,,20751
25307,2014-02-11,2014,2,042,15,California poppy,Eschscholzia californica,occ_wildflowers,Flowers (Middle),212,Single,,37.3597,-122.128,10782,Front of 8000 Bldg Foothill College,Los Altos Hills,CA,,20717
25308,2014-02-11,2014,2,042,15,California poppy,Eschscholzia californica,occ_wildflowers,Fruit (None),220,Single,,37.3597,-122.128,10782,Front of 8000 Bldg Foothill College,Los Altos Hills,CA,,20717
25309,2014-02-11,2014,2,042,240,American holly,Ilex opaca,occ_evergreens,Flowers (None),410,Single,"I would choose full fruit if that were an option. It seems funny to say this is \""middle\"" fruit because some is falling off, but as indicated on PBB, 95% has not fallen off, so middle it is! ",37.2935,-80.0548,10783,Langhorn,"Salem, VA",VA,,16546
25310,2014-02-11,2014,2,042,240,American holly,Ilex opaca,occ_evergreens,Fruit (Middle),422,Single,"I would choose full fruit if that were an option. It seems funny to say this is \""middle\"" fruit because some is falling off, but as indicated on PBB, 95% has not fallen off, so middle it is! ",37.2935,-80.0548,10783,Langhorn,"Salem, VA",VA,,16546
25311,2014-02-02,2014,2,033,66,Common dandelion,Taraxacum officinale,wildflowers_herbs,First Flower,21,Regular,,34.3311,-82.3951,10787,sonnenhof,"Due West   ",SC,,20760
25323,2014-02-13,2014,2,044,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (None),110,Single,"dormant, blanketed in 14 inches of snow",39.9605,-76.1567,10791,Strasburg maple,strasburg,PA,,15624
25324,2014-02-13,2014,2,044,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (None),120,Single,"dormant, blanketed in 14 inches of snow",39.9605,-76.1567,10791,Strasburg maple,strasburg,PA,,15624
25325,2014-02-13,2014,2,044,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (None),130,Single,"dormant, blanketed in 14 inches of snow",39.9605,-76.1567,10791,Strasburg maple,strasburg,PA,,15624
25326,2014-02-13,2014,2,044,59,Red maple,Acer rubrum,occ_trees,Flowers (None),140,Single,"dormant, blanketed in 14 inches of snow",39.9605,-76.1567,10791,Strasburg maple,strasburg,PA,,15624
25327,2014-02-13,2014,2,044,59,Red maple,Acer rubrum,occ_trees,Fruit (None),150,Single,"dormant, blanketed in 14 inches of snow",39.9605,-76.1567,10791,Strasburg maple,strasburg,PA,,15624
25334,2014-02-14,2014,2,045,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Unfolding (None),110,Single,,40.3733,-105.614,10801,Elk Ecology Program,Rocky Mountain National Park,CO,,20791
25335,2014-02-14,2014,2,045,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Changing Color (None),120,Single,,40.3733,-105.614,10801,Elk Ecology Program,Rocky Mountain National Park,CO,,20791
25336,2014-02-14,2014,2,045,38,Quaking aspen,Populus tremuloides,occ_trees,Leaves Dropping (None),130,Single,,40.3733,-105.614,10801,Elk Ecology Program,Rocky Mountain National Park,CO,,20791
25337,2014-02-14,2014,2,045,38,Quaking aspen,Populus tremuloides,occ_trees,Flowers (None),140,Single,,40.3733,-105.614,10801,Elk Ecology Program,Rocky Mountain National Park,CO,,20791
25338,2014-02-14,2014,2,045,38,Quaking aspen,Populus tremuloides,occ_trees,Fruit (None),150,Single,,40.3733,-105.614,10801,Elk Ecology Program,Rocky Mountain National Park,CO,,20791
25339,2014-02-14,2014,2,045,69,Forsythia,Forsythia xintermedia,occ_trees,Leaves Unfolding (None),110,Single,"The plant is currently dormant. ",38.4919,-77.5627,10803,Davis Corner,Stafford,VA,,20795
25340,2014-02-14,2014,2,045,69,Forsythia,Forsythia xintermedia,occ_trees,Leaves Changing Color (None),120,Single,"The plant is currently dormant. ",38.4919,-77.5627,10803,Davis Corner,Stafford,VA,,20795
25341,2014-02-14,2014,2,045,69,Forsythia,Forsythia xintermedia,occ_trees,Leaves Dropping (None),130,Single,"The plant is currently dormant. ",38.4919,-77.5627,10803,Davis Corner,Stafford,VA,,20795
25342,2014-02-14,2014,2,045,69,Forsythia,Forsythia xintermedia,occ_trees,Flowers (None),140,Single,"The plant is currently dormant. ",38.4919,-77.5627,10803,Davis Corner,Stafford,VA,,20795
25343,2014-02-14,2014,2,045,69,Forsythia,Forsythia xintermedia,occ_trees,Fruit (None),150,Single,"The plant is currently dormant. ",38.4919,-77.5627,10803,Davis Corner,Stafford,VA,,20795
25345,2014-02-12,2014,2,043,70,Common lilac,Syringa vulgaris,deciduous,Bud Burst,40,Regular,,37.0009,-121.784,9443,Home,Corralitos,CA,,19497
25411,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Unfolding (None),110,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25412,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Changing Color (None),120,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25413,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Dropping (None),130,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25414,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Flowers (None),140,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25415,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Fruit (None),150,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25416,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Unfolding (None),110,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25417,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Changing Color (None),120,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25418,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Leaves Dropping (None),130,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25419,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Flowers (None),140,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25420,2014-02-17,2014,2,048,75,Bald cypress,Taxodium distichum,occ_trees,Fruit (Late),153,Single,,35.8148,-89.2179,10818,My Home in Maury City,Maury City,TN,,20840
25438,2014-02-14,2014,2,045,197,Red flowering currant,Ribes sanguineum,deciduous,Bud Burst,40,Regular,,47.0504,-122.919,10819,521 Rogers St NW,Olympia,WA,,20841
25439,2014-02-13,2014,2,044,194,Indian plum,Oemleria cerasiformis,deciduous,Bud Burst,40,Regular,,47.0504,-122.919,10819,521 Rogers St NW,Olympia,WA,,20841
25442,2014-02-03,2014,2,034,43,Black elderberry,Sambucus nigra,deciduous,Bud Burst,40,Regular,,37.0911,-121.663,7463,My Yard,Morgan Hill,CA,,16938
25443,2014-02-16,2014,2,047,82,Chinese pistache,Pistacia chinensis,deciduous,Bud Burst,40,Regular,,37.0911,-121.663,7463,My Yard,Morgan Hill,CA,,16938
25444,2014-02-16,2014,2,047,6349,Mulberry,Morus nigra,deciduous,Bud Burst,40,Regular,,37.0911,-121.663,7463,My Yard,Morgan Hill,CA,,16938
25445,2014-02-18,2014,2,049,59,Red maple,Acer rubrum,occ_trees,Leaves Unfolding (None),110,Single,,30.4042,-81.6414,10825,JZG Nature Trail,Jacksonville,FL,,20810
25446,2014-02-18,2014,2,049,59,Red maple,Acer rubrum,occ_trees,Leaves Changing Color (None),120,Single,,30.4042,-81.6414,10825,JZG Nature Trail,Jacksonville,FL,,20810
25447,2014-02-18,2014,2,049,59,Red maple,Acer rubrum,occ_trees,Leaves Dropping (None),130,Single,,30.4042,-81.6414,10825,JZG Nature Trail,Jacksonville,FL,,20810
